# Segments csv created Sun Mar  5 10:54:31 2017
# num_ytids=22160, num_segs=22160, num_unique_labels=527, num_positive_labels=52882
# YTID, start_seconds, end_seconds, positive_labels
YT1VYFoeE1I, 250.000, 260.000, "/m/025rv6n,/m/07qwf61,/m/0dbvp"
YTapjEIgzkI, 21.000, 31.000, "/m/01y3hg"
YUhIbX0xn_E, 30.000, 40.000, "/m/0463cq4,/t/dd00002"
YVLoWLEfAxk, 6.000, 16.000, "/m/04fq5q"
YVt4AMfsdfQ, 520.000, 530.000, "/m/07rknqz,/m/07yv9,/m/0h9mv"
YWR1uWi2VjA, 30.000, 40.000, "/m/068hy,/m/07qf0zm,/m/0bt9lr,/m/0jbk"
YWVL47Wc4u4, 10.000, 20.000, "/m/07q4ntr"
Y_jwEflLthg, 330.000, 340.000, "/m/0195fx,/m/01g50p,/m/06d_3,/m/07jdr"
Y_q2U2FAOdE, 30.000, 40.000, "/m/0463cq4,/m/09x0r,/t/dd00125"
Yjk7Fk8Mrv8, 340.000, 350.000, "/m/0195fx,/m/01g50p,/m/06d_3,/m/07jdr,/m/07rwm0c"
YjpZ1_DKVpU, 70.000, 80.000, "/m/04229,/m/07yv9,/m/09ct_,/m/0k5j"
YkLStVBnaW4, 160.000, 170.000, "/m/01b82r,/m/083vt"
YlZ0YkacIF4, 10.000, 20.000, "/m/025rv6n,/m/07qwf61,/m/0dbvp"
YmHovVyECBQ, 20.000, 30.000, "/m/04_sv"
Yo1ZJ7VDvd0, 520.000, 530.000, "/m/02l6bg,/m/07yv9,/m/0k5j"
Yp7Wb-z9uiE, 200.000, 210.000, "/m/0195fx,/m/01g50p,/m/06d_3,/m/07jdr,/t/dd00048"
YpUQ46pPj4c, 0.000, 10.000, "/m/014yck,/m/07yv9,/m/0cmf2,/m/0k5j"
YrdSmEN1YJY, 130.000, 140.000, "/m/07yv9,/m/0btp2"
YsVIccjlXwM, 30.000, 40.000, "/m/025rv6n,/m/07qwf61,/m/0dbvp"
YtmAkYSskwk, 10.000, 20.000, "/m/014yck,/m/07yv9,/m/0k5j"
YtyprH3j7FY, 15.000, 25.000, "/m/01yg9g"
YxRbaNArrdA, 400.000, 410.000, "/m/02_41,/m/07qfr4h,/m/07yv9,/m/09x0r"
YxZuWRiKvZw, 40.000, 50.000, "/m/01j4z9"
Yxt9ASRCnaE, 0.000, 5.000, "/m/014zdl,/m/07qsvvw"
Yy4eFPBP75c, 16.000, 26.000, "/m/04fq5q"
YzWOe_LsEvQ, 390.000, 400.000, "/m/02l6bg,/m/07yv9,/m/0k5j"
Z-z-iAhR3IQ, 100.000, 110.000, "/m/06d_3,/m/07jdr,/m/07qv_d5,/m/07yv9"
Z0oM4laQgfg, 17.000, 27.000, "/m/0912c9,/m/09x0r,/t/dd00128"
Z18g1Yn2iZE, 20.000, 30.000, "/m/03p19w"
Z2EGusDSj8Y, 30.000, 40.000, "/m/07pxg6y"
Z5wu71zydKE, 0.000, 10.000, "/m/0463cq4,/m/09x0r,/t/dd00002,/t/dd00125"
Z7mTSnlaWps, 150.000, 160.000, "/m/04fq5q,/m/04rlf"
Z8Hi8KN4sNo, 30.000, 40.000, "/m/07yv9,/m/09x0r,/t/dd00067"
ZAgh7zo2z4k, 30.000, 40.000, "/m/02l6bg,/m/07yv9,/m/0cmf2,/m/0k5j"
ZBEhTIdIb4g, 30.000, 40.000, "/m/02l6bg,/m/04229,/m/07yv9,/m/0cmf2,/m/0k5j"
ZCGX32-8FQs, 20.000, 30.000, "/m/04_sv,/m/07yv9,/m/09x0r,/t/dd00065"
ZCR7qJ2IgGI, 60.000, 70.000, "/m/01b82r,/m/01qbl,/m/026t6,/m/02hnl,/m/03qtq,/m/03t3fj,/m/06rvn,/m/07k1x,/m/07pdjhy,/m/083vt,/m/0bm02,/m/0l14md"
ZCgE23s5bt0, 30.000, 40.000, "/m/012n7d,/m/012ndj,/m/03j1ly,/m/03kmc9"
ZCvGGuN8a9k, 30.000, 40.000, "/m/0199g,/m/04rlf,/m/07yv9,/m/09x0r"
ZDlbmp_qaa8, 140.000, 150.000, "/m/01d380,/m/07k1x,/m/0_ksk"
ZEQHrEHoLHk, 10.000, 20.000, "/m/0l156k"
ZFJBqLt8lYA, 450.000, 460.000, "/m/07pxg6y"
ZGNVQpRqZ4Y, 50.000, 60.000, "/m/012ndj,/m/03j1ly,/m/03kmc9"
ZGf0vrZStwI, 30.000, 40.000, "/m/012f08,/m/04_sv,/m/07yv9,/m/09x0r"
ZKfhW6JG3C8, 30.000, 40.000, "/m/0l156k"
ZL-c-0D_LIk, 310.000, 320.000, "/m/07pxg6y,/m/09x0r"
ZMFF8qfgwW0, 250.000, 260.000, "/m/07pc8lb,/m/07rn7sz,/m/09x0r,/t/dd00125"
ZMv3OB6XHvQ, 30.000, 40.000, "/m/0199g,/m/07yv9"
ZNRfTzRWsMg, 120.000, 130.000, "/m/0195fx,/m/01g50p,/m/06d_3,/m/07jdr"
ZNUTbWD5ddE, 30.000, 40.000, "/m/01z5f,/m/05tny_,/m/068hy,/m/0939n_,/m/0bt9lr,/m/0jbk"
ZOlOsfIK2Rk, 270.000, 280.000, "/m/01g50p,/m/04zmvq,/m/06d_3,/m/07jdr,/m/07rwm0c,/t/dd00048"
ZPGYIJphxpc, 0.000, 7.000, "/m/0463cq4"
ZQZmQHNL9Tk, 0.000, 10.000, "/m/03l9g"
ZQnAtQmUhKQ, 400.000, 410.000, "/m/012n7d,/m/03j1ly,/m/03kmc9"
ZRJhu8MaDpA, 0.000, 9.000, "/m/01y3hg,/m/04rlf"
ZRRcI5ksmVI, 50.000, 60.000, "/m/01j4z9,/m/09x0r,/t/dd00125"
ZVDtuzPVlgU, 30.000, 40.000, "/m/012n7d,/m/03j1ly,/m/03kmc9"
ZakhvbPVWIs, 10.000, 20.000, "/m/02mk9,/m/07yv9,/m/096m7z,/m/09x0r"
ZaofVJP8QYI, 40.000, 50.000, "/m/07pp_mv,/m/0c3f7m"
ZbHBMPPuC1s, 20.000, 30.000, "/m/01bjv,/m/02rhddq,/m/07yv9,/m/09x0r"
ZbfEpDs45Ek, 20.000, 30.000, "/m/0195fx,/m/01g50p,/m/0284vy3,/m/06d_3,/m/07jdr,/t/dd00048"
ZcoMzyPVT9M, 30.000, 40.000, "/m/07r_k2n"
ZdXrY1OyNxs, 520.000, 530.000, "/m/01j4z9,/m/07k1x,/m/09x0r"
ZfOEmKm04YU, 130.000, 140.000, "/m/04zmvq,/m/06hck5,/m/06wzb,/m/07rjwbb"
ZgaGheLPXys, 230.000, 240.000, "/m/014zdl,/m/09x0r,/m/0g6b5"
ZhTE3sWCfBs, 0.000, 10.000, "/m/07yv9,/m/09x0r,/m/0h9mv,/m/0k4j"
Zi3350uEvE8, 120.000, 130.000, "/m/0cdnk,/m/0jbk"
ZmBuaQ-5R8g, 80.000, 90.000, "/m/0l156k"
ZoQtR0puIPE, 130.000, 140.000, "/m/014yck,/m/07yv9,/m/09x0r,/m/0k5j,/t/dd00128"
Zob-z2eLj_4, 10.000, 20.000, "/m/01z5f,/m/04rlf,/m/068hy,/m/09x0r,/m/0bt9lr,/m/0jbk"
Zq5Mc9aN4rg, 0.000, 3.000, "/m/030rvx"
ZspyTazOS8I, 110.000, 120.000, "/m/068hy,/m/07pyy8b,/m/0bt9lr,/m/0jbk"
ZuD1jCNlTNw, 190.000, 200.000, "/m/01d380,/m/07k1x,/m/07ptzwd,/m/0838f,/m/0_ksk"
ZuF8hkiuDRQ, 30.000, 40.000, "/m/014zdl,/m/04rlf,/m/07qsvvw,/m/09x0r"
ZvzHWhnWz0o, 120.000, 130.000, "/m/04rlf,/m/07q4ntr,/m/07rwj3x"
ZxacVRF7i1A, 140.000, 150.000, "/m/07rknqz,/m/07yv9,/m/0k4j,/m/0ltv"
Zy2LsyinGcY, 10.000, 20.000, "/m/01z5f,/m/05tny_,/m/068hy,/m/07qf0zm,/m/0bt9lr,/m/0jbk"
_-CrlQhL3zs, 30.000, 40.000, "/m/01j4z9"
_-lXVZ9QpO8, 310.000, 320.000, "/m/02mk9,/m/07rknqz,/m/07yv9,/m/0h9mv,/m/0k4j"
_0JKl45OmKY, 140.000, 150.000, "/m/014zdl,/m/09x0r,/t/dd00125"
_2MXlOXq9k8, 340.000, 350.000, "/m/01b82r,/m/07pdjhy,/m/07pl1bw,/m/083vt"
_3RHrZDarB4, 30.000, 40.000, "/m/068hy,/m/07qf0zm,/m/0bt9lr"
_59IGkU0rOw, 240.000, 250.000, "/m/01g50p,/m/06d_3,/m/07jdr,/t/dd00048"
_7BYvjIXZBI, 80.000, 90.000, "/m/07p6fty,/m/09x0r"
_9zw_CcaC3w, 370.000, 380.000, "/m/07phhsh,/m/07yv9,/m/0k4j"
_DimZ1upYMU, 0.000, 7.000, "/m/07sr1lc,/m/09x0r"
_H67MxrPbvI, 30.000, 40.000, "/m/07r_k2n"
_HuBeVlIrKI, 40.000, 50.000, "/m/04zmvq"
_JFFhzZhIvk, 80.000, 90.000, "/m/01jwx6,/m/02mk9,/m/07yv9,/m/0k4j"
_KYFnY6nAfk, 390.000, 400.000, "/m/04gxbd,/m/07yv9,/m/09x0r,/m/0k4j"
_KhJqanDlco, 30.000, 40.000, "/m/01280g,/m/04cvmfc,/m/0cdnk,/m/0jbk"
_MXc2cdzVIc, 70.000, 80.000, "/m/07yv9,/m/09ct_,/m/0k5j"
_N5NF7eb2yk, 0.000, 10.000, "/m/03p19w"
_ROxgh3bJAU, 200.000, 210.000, "/m/02mfyn"
_RUKvt068Po, 100.000, 110.000, "/m/012ndj,/m/03j1ly,/m/03kmc9"
_RXyza6FnX4, 50.000, 60.000, "/m/04rlf,/m/07qqyl4,/m/09x0r"
_RcGC_ZN4DA, 0.000, 10.000, "/m/07pxg6y,/m/09x0r"
_Tq-0qgB7m4, 10.000, 20.000, "/m/03kmc9,/m/0dgbq"
_VKNhUxcvUw, 1.000, 11.000, "/m/014zdl,/m/07qsvvw"
_VhZ0z8UlD0, 30.000, 40.000, "/m/012ndj,/m/03j1ly,/m/03kmc9"
_WD9mbwAcrQ, 130.000, 140.000, "/m/015lz1,/m/04rlf,/m/07p6fty,/t/dd00126"
_Xu8Pf4sQqQ, 11.000, 21.000, "/t/dd00134"
_aRm0D7tfAo, 0.000, 10.000, "/m/04rlf,/m/07yv9,/m/09x0r,/m/0h9mv"
_bYe6wcQCXs, 90.000, 100.000, "/m/07hvw1,/m/07yv9,/m/0k4j"
_dH7f7PZkGg, 220.000, 230.000, "/m/015lz1,/m/04rlf,/m/07p6fty,/m/07rwj3x,/t/dd00126"
_eK3QgA_fo8, 30.000, 40.000, "/m/04rlf,/m/07q4ntr,/m/07rwj3x"
_f1ul4w7Xhw, 30.000, 40.000, "/m/01bjv,/m/07yv9,/m/09x0r"
_hi0fw2p5Gs, 440.000, 450.000, "/m/03p19w,/t/dd00128"
_hqkHY0cVEA, 30.000, 40.000, "/m/01d380,/m/07k1x,/m/0_ksk"
_i7xd-7yC-w, 0.000, 10.000, "/m/0l156k"
_jvvL-pIFo0, 80.000, 90.000, "/m/0463cq4,/m/04rlf,/m/09x0r"
_lkuZpt1Jt0, 30.000, 40.000, "/m/012n7d,/m/03j1ly,/m/03kmc9,/m/04qvtq"
_mM3RrrgNgA, 50.000, 60.000, "/m/0195fx,/m/01g50p,/m/06d_3,/m/07jdr,/m/07rwm0c"
_nzBeVpi-3Y, 30.000, 40.000, "/m/0199g,/m/07yv9,/m/09x0r"
_pUzVuWeLjM, 40.000, 50.000, "/m/01g50p,/m/0284vy3,/m/06d_3,/m/07jdr,/m/07rwm0c"
_rxPOQ-VV9A, 120.000, 130.000, "/m/068hy,/m/07pyy8b,/m/0bt9lr,/m/0jbk"
_s9WXTeZccA, 0.000, 9.000, "/m/014zdl,/m/07pxg6y,/m/07qsvvw"
_vUBlawb86M, 380.000, 390.000, "/m/0195fx,/m/01g50p,/m/06d_3,/m/07jdr"
_wzw_ySFHts, 110.000, 120.000, "/m/01g50p,/m/04zmvq,/m/06d_3,/m/07jdr,/m/07rwm0c"
_yVC_3bglNQ, 40.000, 50.000, "/m/01z5f,/m/068hy,/m/0bt9lr,/m/0jbk,/t/dd00125"
_yWQ4Up7E6w, 80.000, 90.000, "/m/07pyf11,/m/07yv9,/m/0k4j,/t/dd00129"
a1PQCCz-Kw8, 0.000, 10.000, "/m/03kmc9,/m/0dgbq"
a2dgzb9GDSQ, 160.000, 170.000, "/m/01d380,/m/07k1x,/m/0_ksk"
a2ugthH2Urk, 150.000, 160.000, "/m/03qc9zr,/m/04rlf,/m/09x0r,/t/dd00126"
a4D3uaGlkwg, 30.000, 40.000, "/m/07pxg6y"
a5JsW77JhJU, 510.000, 520.000, "/m/01g50p,/m/04zmvq,/m/06d_3,/m/07jdr"
a7gsg1lFPjY, 10.000, 20.000, "/m/0199g,/m/07yv9,/m/09x0r"
aBdLzKU3ZW8, 0.000, 10.000, "/m/04_sv,/m/07yv9,/t/dd00130"
aBya230hlcs, 180.000, 190.000, "/m/0195fx,/m/01g50p,/m/06d_3,/m/07jdr,/m/07rwm0c"
aCjaEKst558, 50.000, 60.000, "/m/0l156k"
aH6XgLo6gBw, 60.000, 70.000, "/m/04_sv,/m/07rknqz,/m/07yv9,/m/09x0r"
aL2jpZfUGF0, 0.000, 10.000, "/m/04fq5q,/m/04rlf,/m/09x0r,/t/dd00125"
aL6ij87TUA8, 380.000, 390.000, "/m/01g50p,/m/06d_3,/m/07jdr,/t/dd00048"
aLHxMaT3uYg, 80.000, 90.000, "/m/012ndj,/m/03j1ly,/m/07qv_d5,/m/07r04,/m/07yv9,/m/0912c9"
aLnpHdhIqWE, 0.000, 7.000, "/m/068hy,/m/0bt9lr,/m/0ghcn6,/m/0jbk"
aNHlk9YSaD4, 30.000, 40.000, "/m/03l9g,/m/07k1x"
aOVPHKqKjyQ, 90.000, 100.000, "/m/02mk9,/m/07qv_d5,/m/07yv9,/m/09x0r,/m/0k4j"
aOmRbSkPdVw, 250.000, 260.000, "/m/012ndj,/m/03j1ly,/m/03kmc9"
aPE-vmZFR4I, 100.000, 110.000, "/m/03l9g"
aSNvKefxs4c, 60.000, 70.000, "/m/05tny_,/m/068hy,/m/07r_k2n,/m/07rc7d9,/m/09x0r,/m/0bt9lr,/t/dd00136"
aSP7DDY1lz4, 90.000, 100.000, "/m/01280g,/m/04cvmfc,/m/04rlf,/m/09x0r,/m/0cdnk,/m/0jbk"
aVdPh-RiNcc, 0.000, 10.000, "/m/03qc9zr,/m/04rlf,/m/09x0r"
aXsUHAKbyLs, 30.000, 40.000, "/m/01g50p,/m/0284vy3,/m/06d_3,/m/06wzb,/m/07jdr"
aXxoWLiwdDU, 0.000, 10.000, "/m/0463cq4,/m/04rlf,/m/09x0r"
aYjEIddVRQk, 0.000, 8.000, "/m/030rvx"
aZ0_py3k6AM, 130.000, 140.000, "/m/01y3hg,/m/09x0r"
a_mdhaQPQ3w, 60.000, 70.000, "/m/012n7d,/m/02mfyn,/m/03j1ly,/m/03kmc9"
aaQ489FcdAE, 300.000, 310.000, "/m/014yck,/m/07yv9,/m/09x0r,/m/0cmf2,/m/0k5j"
ab8V7MYQVyg, 190.000, 200.000, "/m/03qtwd,/m/04rlf,/m/06by7,/m/07p6fty,/m/07pws3f"
acIL82JWyq4, 60.000, 70.000, "/m/0284vy3,/m/0912c9"
ahct5yzUtdE, 0.000, 10.000, "/m/01g50p,/m/0284vy3,/m/06d_3,/m/07jdr"
ainzK7QuseU, 30.000, 40.000, "/m/01z5f,/m/068hy,/m/0bt9lr,/m/0jbk"
alSAxo29qms, 0.000, 10.000, "/m/014zdl,/m/0g6b5"
apaH7oczgoA, 90.000, 100.000, "/m/02mfyn"
apwQu55-5OI, 2.000, 12.000, "/m/014zdl,/m/07qsvvw"
aq7axBA11pE, 510.000, 520.000, "/m/07qv_d5,/m/0k4j,/t/dd00128"
aqqbxRvPb2I, 30.000, 40.000, "/m/025rv6n,/m/07qwf61,/m/0dbvp"
asef1m3NUy4, 70.000, 80.000, "/m/01j4z9"
aslxfM0T8No, 10.000, 20.000, "/m/03qc9zr"
axVAld8h_Lw, 160.000, 170.000, "/m/04_sv,/m/07yv9,/m/09x0r,/t/dd00130"
az83Dh9SzQE, 70.000, 80.000, "/m/0199g,/m/07yv9,/m/09x0r"
azZOBpla-sA, 30.000, 40.000, "/m/04_sv,/m/09x0r"
azshGovt8N0, 440.000, 450.000, "/m/01280g,/m/09x0r,/m/0cdnk,/m/0jbk"
b2q7Qtxe-RE, 30.000, 40.000, "/m/068hy,/m/07rc7d9,/m/0bt9lr,/m/0jbk,/t/dd00136"
b8AEdmKJebU, 140.000, 150.000, "/m/014yck,/m/07yv9,/m/09x0r,/m/0k5j,/t/dd00128"
b993mOHvQu0, 300.000, 310.000, "/m/01b82r,/m/07pdjhy"
bDNz4NDWzaM, 70.000, 80.000, "/m/012ndj,/m/03j1ly,/m/03kmc9"
bE2KZveD5Q4, 60.000, 70.000, "/m/02rhddq,/m/07yv9,/m/09x0r,/t/dd00129"
bFziH_ymiOM, 40.000, 50.000, "/m/01b82r,/m/083vt"
bGvorcBfgp8, 70.000, 80.000, "/m/01jwx6,/m/04rlf,/m/07r04,/m/07yv9,/t/dd00128"
bIvXUoEUW_4, 30.000, 40.000, "/m/04rlf,/m/07rwj3x,/m/07sr1lc"
bJ424-lPwV4, 120.000, 130.000, "/m/07yv9,/m/0h9mv,/m/0k4j"
bJG4XeHWuWI, 50.000, 60.000, "/m/04fq5q,/m/09x0r"
bJluk2cKrew, 150.000, 160.000, "/m/01d380,/m/07k1x,/m/0_ksk"
bKnKulXDecM, 30.000, 40.000, "/m/07qf0zm,/m/0jbk"
bLHilR9fFKo, 450.000, 460.000, "/m/01280g,/m/09x0r,/m/0jbk"
bLtfHk5VSHQ, 110.000, 120.000, "/m/07pp_mv,/m/09x0r"
bMP3qOSuk-A, 120.000, 130.000, "/m/02mfyn"
bOYfppNwrhk, 80.000, 90.000, "/m/068hy,/m/07qf0zm,/m/0bt9lr,/m/0jbk"
bQV7q5VRaH0, 170.000, 180.000, "/m/012f08,/m/01h82_,/m/02mk9,/m/07yv9,/m/0k4j"
bS3GJGWoUUo, 160.000, 170.000, "/m/068hy,/m/07pdhp0,/m/0bt9lr,/m/0jbk"
bS6RQtIGmDY, 0.000, 10.000, "/m/0463cq4,/m/09x0r"
bSmETT8exHg, 170.000, 180.000, "/m/07pb8fc,/m/07yv9,/t/dd00067,/t/dd00129"
bT-CEaOEGdI, 140.000, 150.000, "/m/02mk9,/m/04_sv,/m/07yv9,/m/09x0r,/t/dd00130"
bTcRWzAwL70, 20.000, 30.000, "/m/04rlf,/m/07qqyl4,/m/07yv9,/m/0k4j"
bUMYneCPJ9c, 150.000, 160.000, "/m/07yv9,/m/09ct_,/m/09x0r"
bWYDa6zg5_c, 120.000, 130.000, "/m/01b82r,/m/07k1x,/m/083vt,/m/0_ksk"
bWtCva4PDKE, 0.000, 10.000, "/m/05x_td,/m/07r04,/m/07yv9,/m/0912c9"
bZCEvVBY4LI, 30.000, 40.000, "/m/02fs_r,/m/030rvx,/m/09x0r"
bZZmKqwk3ZY, 290.000, 300.000, "/m/03l9g"
bao0ROlaAbI, 0.000, 10.000, "/m/01280g,/m/04cvmfc,/m/0cdnk,/m/0ghcn6,/m/0jbk"
bhtB2Zgh9Q8, 110.000, 120.000, "/m/04_sv,/m/07rc7d9,/m/07yv9,/t/dd00136"
bigChhh4a2Y, 30.000, 40.000, "/m/0284vy3,/m/06hck5"
bkK9_VxO3zA, 140.000, 150.000, "/m/04fq5q,/m/04rlf"
bo_KcZvGHJw, 30.000, 40.000, "/m/012ndj,/m/03j1ly,/m/03kmc9"
bqPkbvp8PK4, 260.000, 270.000, "/m/07hvw1,/m/07yv9,/m/0k4j,/t/dd00128"
btKVTHa-jPE, 320.000, 330.000, "/m/03p19w"
bu9kzIKhqrU, 30.000, 40.000, "/m/04rlf,/m/07q4ntr,/m/09x0r"
buZNF4Mkvfg, 30.000, 40.000, "/m/01j4z9"
bublmh2Nm-M, 100.000, 110.000, "/m/03j1ly,/m/03kmc9,/m/04qvtq"
buuWGappQ2E, 30.000, 40.000, "/m/01j4z9,/m/09x0r"
bxDj6JhIjSo, 30.000, 40.000, "/m/04rlf,/m/07q4ntr,/m/07rwj3x,/m/09x0r"
bzIYY5vOKv4, 110.000, 120.000, "/m/01yg9g,/m/02mk9"
c0Icfopt8Yw, 30.000, 40.000, "/m/02l6bg,/m/04rlf,/m/07yv9,/m/09x0r,/m/0cmf2,/m/0k5j"
c1gDDSTAq1Q, 280.000, 290.000, "/m/014yck,/m/07yv9,/m/0cmf2,/m/0k5j"
c31HkFqWLAk, 70.000, 80.000, "/m/07yv9,/m/0k4j,/t/dd00130"
c7QkStugMh4, 20.000, 30.000, "/m/068hy,/m/07pyy8b,/m/09x0r,/m/0bt9lr,/m/0jbk"
c7tyck8VQKo, 40.000, 50.000, "/m/02mfyn"
cERFUmgIQS0, 30.000, 40.000, "/m/02rhddq,/m/07r04,/m/07yv9"
cH36aYEwLV8, 0.000, 10.000, "/m/04fq5q,/m/04rlf"
cM4zYIOdrYk, 10.000, 20.000, "/m/07qv_d5,/m/07yv9,/m/0912c9,/m/09x0r"
cMFacOIgiRU, 60.000, 70.000, "/m/02mk9,/m/07qv_d5,/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00128"
cMatnDQqzjw, 110.000, 120.000, "/m/02mfyn"
cNDibDeWQsg, 150.000, 160.000, "/m/0195fx,/m/01g50p,/m/06d_3,/m/07jdr,/m/07rwm0c"
cNUkJWXUJ3k, 22.000, 32.000, "/m/05x_td,/m/09x0r"
cO6NJ_lcxZI, 40.000, 50.000, "/m/07phhsh,/m/07yv9,/m/0k4j,/t/dd00128"
cQGmwvP5fCA, 150.000, 160.000, "/m/01y3hg,/m/0c3f7m"
cSXBv4wrT3A, 30.000, 40.000, "/t/dd00134"
cTqM5YOV7Qc, 80.000, 90.000, "/m/01280g,/m/04rlf,/m/09x0r,/m/0cdnk,/m/0jbk"
cURcd2_w-rg, 30.000, 40.000, "/m/03kmc9,/m/0dgbq"
cWRyAikxMZg, 90.000, 100.000, "/m/07q4ntr,/m/07sr1lc,/t/dd00126"
caf_qNhpeiQ, 21.000, 31.000, "/m/07r_k2n,/m/09x0r"
cafcrCF14nM, 4.000, 14.000, "/m/068hy,/m/0bt9lr,/m/0jbk,/t/dd00136"
ceSv-8p0iW0, 30.000, 40.000, "/m/014yck,/m/07yv9,/m/09x0r,/m/0cmf2,/m/0k5j"
cex_imP_XFs, 10.000, 20.000, "/m/07qsvvw"
cfLA0hYf-nk, 140.000, 150.000, "/m/05x_td,/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00128"
cglysWXBmbI, 0.000, 10.000, "/m/01g50p,/m/0284vy3,/m/06d_3,/m/07jdr,/m/07rwm0c"
cgxrPa7Ilvg, 50.000, 60.000, "/m/07phhsh,/m/07yv9,/m/0k4j"
chB9TzdxxGk, 10.000, 20.000, "/m/07yv9,/m/0chx_"
cjXFIp4UyY0, 18.000, 28.000, "/t/dd00134"
ckt7YEGcSoY, 30.000, 40.000, "/m/02rhddq,/m/07r04"
cnmE_P7-lHw, 70.000, 80.000, "/m/03qc9zr,/m/09x0r"
coun9oU8Xgw, 510.000, 520.000, "/m/04rlf,/m/07qqyl4,/m/09x0r"
cqxko2iExFY, 30.000, 40.000, "/m/04rlf,/m/07q4ntr,/m/07rwj3x"
crFpxU62dpo, 30.000, 40.000, "/m/01j4z9,/m/09x0r"
croFRisONxA, 60.000, 70.000, "/m/07rknqz"
cwJ4tEsWxjo, 50.000, 60.000, "/m/0l156k"
cwhyUgOOimo, 30.000, 40.000, "/m/01bjv,/m/07yv9,/m/09x0r"
cyi2WhHtCDw, 40.000, 50.000, "/m/068hy,/m/07qfr4h,/m/09x0r,/m/0bt9lr,/t/dd00128"
czrL9SIOeW0, 560.000, 570.000, "/m/02bm9n,/m/07k1x,/m/07pdjhy,/m/083vt,/m/0_ksk,/m/0l7xg,/t/dd00077"
d-QyPPL3LhU, 29.000, 39.000, "/m/04zmvq"
d-zH-RFj1EU, 0.000, 10.000, "/m/07pp_mv,/m/09x0r,/t/dd00125"
d-zXmU_kY58, 90.000, 100.000, "/m/01g50p,/m/0284vy3,/m/06d_3"
d04-EBJMLsA, 30.000, 40.000, "/m/012n7d,/m/012ndj,/m/03j1ly,/m/03kmc9,/m/04qvtq"
d1o334I5X_k, 30.000, 40.000, "/m/01g50p,/m/04zmvq,/m/06d_3,/m/06hck5,/m/06wzb,/m/07jdr,/m/07rjwbb,/m/07rwm0c"
d3PrZeCmXd0, 80.000, 90.000, "/m/03l9g"
d4Cp1O3f028, 30.000, 40.000, "/m/07pxg6y"
d5jxfxK6xUg, 30.000, 40.000, "/m/014zdl,/m/09x0r"
d5sA37UOGgw, 130.000, 140.000, "/m/01g50p,/m/0284vy3,/m/06d_3,/m/07jdr,/t/dd00048"
d8Wt3ioGQTQ, 10.000, 20.000, "/m/07rknqz,/m/07yv9,/m/0h9mv,/m/0k4j"
d8ZMfwYuW0E, 300.000, 310.000, "/m/04rlf,/m/07q4ntr,/m/09x0r"
dAOa3WbL54w, 120.000, 130.000, "/m/014yck,/m/07yv9,/m/0cmf2,/m/0k5j,/t/dd00129"
dF06yXYNQPU, 70.000, 80.000, "/m/0ghcn6"
dJMmAHoLNY4, 20.000, 30.000, "/m/02l6bg,/m/07yv9,/m/09x0r,/m/0cmf2,/m/0k5j"
dLEDy35kbEg, 0.000, 6.000, "/m/014zdl,/m/07pxg6y,/m/07qsvvw"
dMUoyb5VbeE, 30.000, 40.000, "/m/03l9g,/m/07k1x"
dNkB6vI5vwg, 30.000, 40.000, "/m/07rc7d9"
dQcv6M8mMGE, 16.000, 26.000, "/m/014zdl,/m/07pxg6y,/m/09x0r"
dQmo5xYRUkk, 160.000, 170.000, "/m/03l9g"
dSbkC3oKDDc, 30.000, 40.000, "/m/02rhddq,/m/07r04,/m/07yv9"
dT3U3JTGBSE, 0.000, 10.000, "/m/0l156k"
dVf59fZqC-U, 540.000, 550.000, "/m/01d380,/m/07k1x,/m/0_ksk"
dWOhJNBRv40, 590.000, 600.000, "/m/014yck,/m/07yv9,/m/0cmf2,/m/0k5j,/t/dd00128"
dWOiYGb7ijg, 500.000, 510.000, "/m/012f08,/m/03cl9h,/m/04rlf,/m/07yv9"
dWrkqj_lyuo, 80.000, 90.000, "/m/01b82r,/m/07pdjhy,/m/083vt"
dYWnTFRUVxY, 30.000, 40.000, "/m/068hy,/m/0bt9lr,/m/0ghcn6,/m/0jbk"
dZQ1JgziNOc, 30.000, 40.000, "/m/01z5f,/m/068hy,/m/07qf0zm,/m/0bt9lr,/m/0jbk"
d_D-SttiChM, 30.000, 40.000, "/m/01z5f,/m/068hy,/m/07qf0zm,/m/0bt9lr,/m/0jbk"
daItj81IDMs, 160.000, 170.000, "/m/0145m,/m/04rlf,/m/07rknqz,/m/0h9mv,/m/0k4j"
dbsQ4bOwB90, 40.000, 50.000, "/m/01280g,/m/07qf0zm,/m/09x0r,/m/0jbk"
dgDNEEzUlq4, 0.000, 10.000, "/m/07pp_mv,/m/09x0r,/m/0c3f7m"
dgjLiv2Rwkc, 20.000, 30.000, "/m/01yg9g,/m/07yv9"
dhKZgvg9b14, 50.000, 60.000, "/m/03qc9zr"
dixaI-tKNew, 120.000, 130.000, "/m/03qc9zr,/m/09x0r"
diy1Mm9Yvis, 320.000, 330.000, "/m/01b82r,/m/083vt"
dmrDDmRNrUs, 110.000, 120.000, "/m/0195fx,/m/01g50p,/m/06d_3,/m/07jdr"
dqIU9-Qu9ug, 70.000, 80.000, "/m/03qc9zr,/m/04rlf,/t/dd00125"
